"","Datum","Warengruppe","Umsatz","umsatz_day_before","weekday","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode"
"1",2013-07-01,5,317.475874933038,205.755344082141,2,6,17.8375,15,20
"2",2013-07-01,1,148.828353112183,205.755344082141,2,6,17.8375,15,20
"3",2013-07-01,4,65.890168799361,205.755344082141,2,6,17.8375,15,20
"4",2013-07-01,2,535.856284785361,205.755344082141,2,6,17.8375,15,20
"5",2013-07-01,3,201.198425690037,205.755344082141,2,6,17.8375,15,20
"6",2013-07-02,2,546.780787392297,535.856284785361,3,3,17.3125,10,36.1410998552822
"7",2013-07-02,4,74.5439171827412,65.890168799361,3,3,17.3125,10,36.1410998552822
"8",2013-07-02,5,383.628681612577,317.475874933038,3,3,17.3125,10,36.1410998552822
"9",2013-07-02,3,265.261253994438,201.198425690037,3,3,17.3125,10,36.1410998552822
"10",2013-07-02,1,159.79375714468,148.828353112183,3,3,17.3125,10,36.1410998552822
"11",2013-07-03,2,427.343258749983,546.780787392297,4,7,21.075,6,61
"12",2013-07-03,1,111.885593514353,159.79375714468,4,7,21.075,6,61
"13",2013-07-03,5,305.523072325318,383.628681612577,4,7,21.075,6,61
"14",2013-07-03,3,210.260241465493,265.261253994438,4,7,21.075,6,61
"15",2013-07-03,4,69.2627280649987,74.5439171827412,4,7,21.075,6,61
"16",2013-07-04,4,61.490175369225,69.2627280649987,5,7,18.85,7,20
"17",2013-07-04,5,308.408167942149,305.523072325318,5,7,18.85,7,20
"18",2013-07-04,1,168.864940979931,111.885593514353,5,7,18.85,7,20
"19",2013-07-04,2,454.859641347987,427.343258749983,5,7,18.85,7,20
"20",2013-07-04,3,190.686641378586,210.260241465493,5,7,18.85,7,20
"21",2013-07-05,5,355.518770367742,308.408167942149,6,5,19.975,12,36.1410998552822
"22",2013-07-05,1,171.280754117955,168.864940979931,6,5,19.975,12,36.1410998552822
"23",2013-07-05,2,492.818804066088,454.859641347987,6,5,19.975,12,36.1410998552822
"24",2013-07-05,4,86.7598614451924,61.490175369225,6,5,19.975,12,36.1410998552822
"25",2013-07-05,3,181.644870215041,190.686641378586,6,5,19.975,12,36.1410998552822
"26",2013-07-06,1,174.552359998476,171.280754117955,7,0,18.9625,8,36.1410998552822
"27",2013-07-06,2,631.906068038484,492.818804066088,7,0,18.9625,8,36.1410998552822
"28",2013-07-06,4,80.6465768881107,86.7598614451924,7,0,18.9625,8,36.1410998552822
"29",2013-07-06,5,361.866932797941,355.518770367742,7,0,18.9625,8,36.1410998552822
"30",2013-07-06,3,291.557959835153,181.644870215041,7,0,18.9625,8,36.1410998552822
"31",2013-07-07,1,92.6377553788373,174.552359998476,1,0,21.375,9,36.1410998552822
"32",2013-07-07,2,695.25572963054,631.906068038484,1,0,21.375,9,36.1410998552822
"33",2013-07-07,5,370.20960108863,361.866932797941,1,0,21.375,9,36.1410998552822
"34",2013-07-07,4,94.6039024817053,80.6465768881107,1,0,21.375,9,36.1410998552822
"35",2013-07-07,3,279.665938833443,291.557959835153,1,0,21.375,9,36.1410998552822
"36",2013-07-08,4,49.5000238633042,94.6039024817053,2,0,22.725,10,5
"37",2013-07-08,3,195.158794309303,279.665938833443,2,0,22.725,10,5
"38",2013-07-08,2,538.529249911711,695.25572963054,2,0,22.725,10,5
"39",2013-07-08,5,285.233382496522,370.20960108863,2,0,22.725,10,5
"40",2013-07-08,1,135.500244042392,92.6377553788373,2,0,22.725,10,5
"41",2013-07-09,3,245.808338509722,195.158794309303,3,0,23.275,8,36.1410998552822
"42",2013-07-09,2,585.957264698849,538.529249911711,3,0,23.275,8,36.1410998552822
"43",2013-07-09,1,136.048382778344,135.500244042392,3,0,23.275,8,36.1410998552822
"44",2013-07-09,4,75.2089975834558,49.5000238633042,3,0,23.275,8,36.1410998552822
"45",2013-07-09,5,342.089345776475,285.233382496522,3,0,23.275,8,36.1410998552822
"46",2013-07-10,1,135.132314289581,136.048382778344,4,2,19.6875,13,5
"47",2013-07-10,4,73.8056511129258,75.2089975834558,4,2,19.6875,13,5
"48",2013-07-10,5,343.353066508123,342.089345776475,4,2,19.6875,13,5
"49",2013-07-10,3,265.109142544045,245.808338509722,4,2,19.6875,13,5
"50",2013-07-10,2,567.365764527953,585.957264698849,4,2,19.6875,13,5
"51",2013-07-11,3,234.65807920749,265.109142544045,5,0,21.375,12,5
"52",2013-07-11,1,138.549392636714,135.132314289581,5,0,21.375,12,5
"53",2013-07-11,5,315.911756962233,343.353066508123,5,0,21.375,12,5
"54",2013-07-11,2,569.109374584873,567.365764527953,5,0,21.375,12,5
"55",2013-07-11,4,68.6330279122302,73.8056511129258,5,0,21.375,12,5
"56",2013-07-12,1,101.447511461298,138.549392636714,6,0,20.2875,7,36.1410998552822
"57",2013-07-12,5,362.802489634211,315.911756962233,6,0,20.2875,7,36.1410998552822
"58",2013-07-12,2,600.267914678783,569.109374584873,6,0,20.2875,7,36.1410998552822
"59",2013-07-12,3,290.199097765019,234.65807920749,6,0,20.2875,7,36.1410998552822
"60",2013-07-13,3,340.046632736531,290.199097765019,7,1,20.125,12,36.1410998552822
"61",2013-07-13,5,359.166188843392,362.802489634211,7,1,20.125,12,36.1410998552822
"62",2013-07-13,1,141.233309883732,101.447511461298,7,1,20.125,12,36.1410998552822
"63",2013-07-13,2,747.140776382576,600.267914678783,7,1,20.125,12,36.1410998552822
"64",2013-07-13,4,74.2744737887665,205.755344082141,7,1,20.125,12,36.1410998552822
"65",2013-07-14,1,112.524365708762,141.233309883732,1,5,17.6875,15,5
"66",2013-07-14,2,777.048841669282,747.140776382576,1,5,17.6875,15,5
"67",2013-07-14,5,461.082124524619,359.166188843392,1,5,17.6875,15,5
"68",2013-07-14,3,320.626816189556,340.046632736531,1,5,17.6875,15,5
"69",2013-07-14,4,115.271617188867,74.2744737887665,1,5,17.6875,15,5
"70",2013-07-15,3,243.526401440661,320.626816189556,2,6,18.7375,12,36.1410998552822
"71",2013-07-15,2,596.995099998235,777.048841669282,2,6,18.7375,12,36.1410998552822
"72",2013-07-15,4,99.4935305857439,115.271617188867,2,6,18.7375,12,36.1410998552822
"73",2013-07-15,1,161.264677322182,112.524365708762,2,6,18.7375,12,36.1410998552822
"74",2013-07-15,5,380.68369651152,461.082124524619,2,6,18.7375,12,36.1410998552822
"75",2013-07-16,2,558.797138274201,596.995099998235,3,1,21.1875,10,36.1410998552822
"76",2013-07-16,5,320.43533597922,380.68369651152,3,1,21.1875,10,36.1410998552822
"77",2013-07-16,1,116.821358174215,161.264677322182,3,1,21.1875,10,36.1410998552822
"78",2013-07-16,3,287.415464972525,243.526401440661,3,1,21.1875,10,36.1410998552822
"79",2013-07-16,4,91.7796976081033,99.4935305857439,3,1,21.1875,10,36.1410998552822
"80",2013-07-17,1,150.572919592838,116.821358174215,4,5,22.5125,8,36.1410998552822
"81",2013-07-17,5,396.99424714406,320.43533597922,4,5,22.5125,8,36.1410998552822
"82",2013-07-17,3,301.777437970497,287.415464972525,4,5,22.5125,8,36.1410998552822
"83",2013-07-17,2,628.325718978073,558.797138274201,4,5,22.5125,8,36.1410998552822
"84",2013-07-18,3,250.426586853024,301.777437970497,5,1,23.25,11,5
"85",2013-07-18,5,300.398790118057,396.99424714406,5,1,23.25,11,5
"86",2013-07-18,4,89.2058404577425,205.755344082141,5,1,23.25,11,5
"87",2013-07-18,1,101.90072129658,150.572919592838,5,1,23.25,11,5
"88",2013-07-18,2,647.822253705942,628.325718978073,5,1,23.25,11,5
"89",2013-07-19,3,287.18828629416,250.426586853024,6,3,22.475,16,5
"90",2013-07-19,1,161.63511518654,101.90072129658,6,3,22.475,16,5
"91",2013-07-19,4,62.0636098816993,89.2058404577425,6,3,22.475,16,5
"92",2013-07-19,5,369.400389277533,300.398790118057,6,3,22.475,16,5
"93",2013-07-19,2,646.788959790823,647.822253705942,6,3,22.475,16,5
"94",2013-07-20,2,843.051280035386,646.788959790823,7,0,23.1875,8,36.1410998552822
"95",2013-07-20,1,134.328076682024,161.63511518654,7,0,23.1875,8,36.1410998552822
"96",2013-07-20,4,69.9369965472912,62.0636098816993,7,0,23.1875,8,36.1410998552822
"97",2013-07-20,3,394.765674710477,287.18828629416,7,0,23.1875,8,36.1410998552822
"98",2013-07-20,5,346.154004294146,369.400389277533,7,0,23.1875,8,36.1410998552822
"99",2013-07-21,4,82.6826868784511,69.9369965472912,1,0,26.375,8,36.1410998552822
"100",2013-07-21,3,346.658236387984,394.765674710477,1,0,26.375,8,36.1410998552822
"101",2013-07-21,2,815.942264195776,843.051280035386,1,0,26.375,8,36.1410998552822
"102",2013-07-21,5,287.443788531561,346.154004294146,1,0,26.375,8,36.1410998552822
"103",2013-07-21,1,66.2887578161955,134.328076682024,1,0,26.375,8,36.1410998552822
"104",2013-07-22,4,99.3353908053911,82.6826868784511,2,0,26.1,9,36.1410998552822
"105",2013-07-22,5,356.484067206325,287.443788531561,2,0,26.1,9,36.1410998552822
"106",2013-07-22,2,647.682748973215,815.942264195776,2,0,26.1,9,36.1410998552822
"107",2013-07-22,3,297.712614415266,346.658236387984,2,0,26.1,9,36.1410998552822
"108",2013-07-22,1,131.223948997842,66.2887578161955,2,0,26.1,9,36.1410998552822
"109",2013-07-23,3,323.301431663341,297.712614415266,3,0,24.95,12,36.1410998552822
"110",2013-07-23,2,691.043662205889,647.682748973215,3,0,24.95,12,36.1410998552822
"111",2013-07-23,5,316.29681714496,356.484067206325,3,0,24.95,12,36.1410998552822
"112",2013-07-23,1,110.315246796665,131.223948997842,3,0,24.95,12,36.1410998552822
"113",2013-07-23,4,70.5290024618065,99.3353908053911,3,0,24.95,12,36.1410998552822
"114",2013-07-24,4,83.5816326885927,70.5290024618065,4,3,24.075,11,36.1410998552822
"115",2013-07-24,1,141.891908195545,110.315246796665,4,3,24.075,11,36.1410998552822
"116",2013-07-24,3,328.023102507764,323.301431663341,4,3,24.075,11,36.1410998552822
"117",2013-07-24,2,698.340862077002,691.043662205889,4,3,24.075,11,36.1410998552822
"118",2013-07-24,5,327.339400651794,316.29681714496,4,3,24.075,11,36.1410998552822
"119",2013-07-25,4,65.8902979709521,83.5816326885927,5,2,23.0875,9,36.1410998552822
"120",2013-07-25,5,303.192537586556,327.339400651794,5,2,23.0875,9,36.1410998552822
"121",2013-07-25,3,280.809721012322,328.023102507764,5,2,23.0875,9,36.1410998552822
"122",2013-07-25,2,681.250768331783,698.340862077002,5,2,23.0875,9,36.1410998552822
"123",2013-07-25,1,167.701216640907,141.891908195545,5,2,23.0875,9,36.1410998552822
"124",2013-07-26,1,147.272084366206,167.701216640907,6,3,27.2625,6,36.1410998552822
"125",2013-07-26,4,53.1984562311259,65.8902979709521,6,3,27.2625,6,36.1410998552822
"126",2013-07-26,2,718.016648132155,681.250768331783,6,3,27.2625,6,36.1410998552822
"127",2013-07-26,5,331.522091778847,303.192537586556,6,3,27.2625,6,36.1410998552822
"128",2013-07-26,3,352.293883343641,280.809721012322,6,3,27.2625,6,36.1410998552822
"129",2013-07-27,2,855.619095347599,718.016648132155,7,1,26.1625,10,36.1410998552822
"130",2013-07-27,3,382.965879977945,352.293883343641,7,1,26.1625,10,36.1410998552822
"131",2013-07-27,5,358.892714466409,331.522091778847,7,1,26.1625,10,36.1410998552822
"132",2013-07-27,1,161.403357795112,147.272084366206,7,1,26.1625,10,36.1410998552822
"133",2013-07-28,1,86.0791432446654,161.403357795112,1,4,24.8875,13,61
"134",2013-07-28,3,360.096105223697,382.965879977945,1,4,24.8875,13,61
"135",2013-07-28,2,871.802546455837,855.619095347599,1,4,24.8875,13,61
"136",2013-07-28,5,437.824795495097,358.892714466409,1,4,24.8875,13,61
"137",2013-07-29,1,183.564164400591,86.0791432446654,2,1,22.7875,10,36.1410998552822
"138",2013-07-29,2,672.50214523923,871.802546455837,2,1,22.7875,10,36.1410998552822
"139",2013-07-29,3,356.033434735079,360.096105223697,2,1,22.7875,10,36.1410998552822
"140",2013-07-29,5,368.951029057165,437.824795495097,2,1,22.7875,10,36.1410998552822
"141",2013-07-30,3,354.531775116541,356.033434735079,3,5,21.075,13,21
"142",2013-07-30,1,132.111640117897,183.564164400591,3,5,21.075,13,21
"143",2013-07-30,5,424.086156965952,368.951029057165,3,5,21.075,13,21
"144",2013-07-30,2,690.117757120039,672.50214523923,3,5,21.075,13,21
"145",2013-07-31,3,321.075920611583,354.531775116541,4,5,20.275,16,65
"146",2013-07-31,5,426.985804024935,424.086156965952,4,5,20.275,16,65
"147",2013-07-31,2,667.842224335937,690.117757120039,4,5,20.275,16,65
"148",2013-07-31,1,144.745431773143,132.111640117897,4,5,20.275,16,65
"149",2013-08-01,2,667.213719343287,667.842224335937,5,6,23.4,7,21
"150",2013-08-01,1,157.854023011106,144.745431773143,5,6,23.4,7,21
"151",2013-08-01,4,60.5614573229725,205.755344082141,5,6,23.4,7,21
"152",2013-08-01,5,322.294307178179,426.985804024935,5,6,23.4,7,21
"153",2013-08-01,3,304.830310037868,321.075920611583,5,6,23.4,7,21
"154",2013-08-02,1,117.359342094889,157.854023011106,6,0,31.4375,7,36.1410998552822
"155",2013-08-02,5,282.371517214865,322.294307178179,6,0,31.4375,7,36.1410998552822
"156",2013-08-02,3,379.526700654912,304.830310037868,6,0,31.4375,7,36.1410998552822
"157",2013-08-02,4,68.1222020855149,60.5614573229725,6,0,31.4375,7,36.1410998552822
"158",2013-08-02,2,689.695100983376,667.213719343287,6,0,31.4375,7,36.1410998552822
"159",2013-08-03,3,454.705780795563,379.526700654912,7,4,23.3625,11,63
"160",2013-08-03,5,399.283316370115,282.371517214865,7,4,23.3625,11,63
"161",2013-08-03,2,930.801703150498,689.695100983376,7,4,23.3625,11,63
"162",2013-08-03,1,186.027178770079,117.359342094889,7,4,23.3625,11,63
"163",2013-08-03,4,51.2749992906831,68.1222020855149,7,4,23.3625,11,63
"164",2013-08-04,3,382.85648750844,454.705780795563,1,3,23.05,8,36.1410998552822
"165",2013-08-04,1,104.708216687715,186.027178770079,1,3,23.05,8,36.1410998552822
"166",2013-08-04,5,461.704848992483,399.283316370115,1,3,23.05,8,36.1410998552822
"167",2013-08-04,4,67.1568816245378,51.2749992906831,1,3,23.05,8,36.1410998552822
"168",2013-08-04,2,862.752429028985,930.801703150498,1,3,23.05,8,36.1410998552822
"169",2013-08-05,1,146.775309890073,104.708216687715,2,0,25.8,10,36.1410998552822
"170",2013-08-05,5,354.247243408463,461.704848992483,2,0,25.8,10,36.1410998552822
"171",2013-08-05,2,520.947179812455,862.752429028985,2,0,25.8,10,36.1410998552822
"172",2013-08-05,3,331.615355447409,382.85648750844,2,0,25.8,10,36.1410998552822
"173",2013-08-06,4,69.705360420462,205.755344082141,3,5,22.225,13,36.1410998552822
"174",2013-08-06,1,131.956277381283,146.775309890073,3,5,22.225,13,36.1410998552822
"175",2013-08-06,3,344.104806694018,331.615355447409,3,5,22.225,13,36.1410998552822
"176",2013-08-06,2,498.920948322354,520.947179812455,3,5,22.225,13,36.1410998552822
"177",2013-08-06,5,441.521507016938,354.247243408463,3,5,22.225,13,36.1410998552822
"178",2013-08-07,4,83.1094116270633,69.705360420462,4,4,19.2125,8,36.1410998552822
"179",2013-08-07,5,423.850318191533,441.521507016938,4,4,19.2125,8,36.1410998552822
"180",2013-08-07,1,160.593417296116,131.956277381283,4,4,19.2125,8,36.1410998552822
"181",2013-08-07,2,519.197204695832,498.920948322354,4,4,19.2125,8,36.1410998552822
"182",2013-08-07,3,341.483544581514,344.104806694018,4,4,19.2125,8,36.1410998552822
"183",2013-08-08,4,96.7720958104522,83.1094116270633,5,7,16.975,12,20
"184",2013-08-08,5,464.87537153539,423.850318191533,5,7,16.975,12,20
"185",2013-08-08,3,298.005519792868,341.483544581514,5,7,16.975,12,20
"186",2013-08-08,2,486.25509543792,519.197204695832,5,7,16.975,12,20
"187",2013-08-08,1,153.099424561652,160.593417296116,5,7,16.975,12,20
"188",2013-08-09,3,328.22992428157,298.005519792868,6,4,20.3375,10,21
"189",2013-08-09,2,539.975155104136,486.25509543792,6,4,20.3375,10,21
"190",2013-08-09,5,450.085987485785,464.87537153539,6,4,20.3375,10,21
"191",2013-08-09,1,125.620344387906,153.099424561652,6,4,20.3375,10,21
"192",2013-08-09,4,81.4817797241125,96.7720958104522,6,4,20.3375,10,21
"193",2013-08-10,5,450.993337129113,450.085987485785,7,7,19.3625,12,61
"194",2013-08-10,3,351.617029216224,328.22992428157,7,7,19.3625,12,61
"195",2013-08-10,2,614.511830668785,539.975155104136,7,7,19.3625,12,61
"196",2013-08-10,4,59.9811123644503,81.4817797241125,7,7,19.3625,12,61
"197",2013-08-10,1,185.177162656408,125.620344387906,7,7,19.3625,12,61
"198",2013-08-11,2,666.9113081568,614.511830668785,1,7,16.3875,9,61
"199",2013-08-11,4,60.7087857619079,59.9811123644503,1,7,16.3875,9,61
"200",2013-08-11,5,583.491717818235,450.993337129113,1,7,16.3875,9,61
"201",2013-08-11,3,341.033029953849,351.617029216224,1,7,16.3875,9,61
"202",2013-08-11,1,73.2088330039992,185.177162656408,1,7,16.3875,9,61
"203",2013-08-12,1,154.504729536697,73.2088330039992,2,7,16.45,11,63
"204",2013-08-12,3,253.6233554703,341.033029953849,2,7,16.45,11,63
"205",2013-08-12,2,510.019126480035,666.9113081568,2,7,16.45,11,63
"206",2013-08-12,5,356.026341718574,583.491717818235,2,7,16.45,11,63
"207",2013-08-12,4,97.7406166426712,60.7087857619079,2,7,16.45,11,63
"208",2013-08-13,2,535.403212817658,510.019126480035,3,3,16.4,16,95
"209",2013-08-13,5,344.643463915453,356.026341718574,3,3,16.4,16,95
"210",2013-08-13,4,113.863641914766,97.7406166426712,3,3,16.4,16,95
"211",2013-08-13,3,271.591283834177,253.6233554703,3,3,16.4,16,95
"212",2013-08-13,1,134.064451548102,154.504729536697,3,3,16.4,16,95
"213",2013-08-14,5,441.253111778104,344.643463915453,4,4,18.2625,18,61
"214",2013-08-14,4,105.567865241887,113.863641914766,4,4,18.2625,18,61
"215",2013-08-14,3,309.116290264651,271.591283834177,4,4,18.2625,18,61
"216",2013-08-14,2,520.123590697437,535.403212817658,4,4,18.2625,18,61
"217",2013-08-14,1,156.972510536869,134.064451548102,4,4,18.2625,18,61
"218",2013-08-15,4,59.7561020638342,105.567865241887,5,3,19.8,8,36.1410998552822
"219",2013-08-15,5,416.610037755781,441.253111778104,5,3,19.8,8,36.1410998552822
"220",2013-08-15,2,538.231262832354,520.123590697437,5,3,19.8,8,36.1410998552822
"221",2013-08-15,1,164.763795399756,156.972510536869,5,3,19.8,8,36.1410998552822
"222",2013-08-15,3,266.575408936199,309.116290264651,5,3,19.8,8,36.1410998552822
"223",2013-08-16,2,552.153714601025,538.231262832354,6,4,23.575,11,0
"224",2013-08-16,4,75.2564619591539,59.7561020638342,6,4,23.575,11,0
"225",2013-08-16,1,147.79799759804,164.763795399756,6,4,23.575,11,0
"226",2013-08-16,3,241.76897512804,266.575408936199,6,4,23.575,11,0
"227",2013-08-16,5,344.468629393561,416.610037755781,6,4,23.575,11,0
"228",2013-08-17,5,519.834929394153,344.468629393561,7,6,20.55,7,0
"229",2013-08-17,1,221.630418006017,147.79799759804,7,6,20.55,7,0
"230",2013-08-17,3,280.170045804428,241.76897512804,7,6,20.55,7,0
"231",2013-08-17,2,583.657434231324,552.153714601025,7,6,20.55,7,0
"232",2013-08-17,4,96.5293135082104,75.2564619591539,7,6,20.55,7,0
"233",2013-08-18,2,669.186211470815,583.657434231324,1,7,18.5875,10,63
"234",2013-08-18,4,150.122396942697,96.5293135082104,1,7,18.5875,10,63
"235",2013-08-18,3,282.599786111443,280.170045804428,1,7,18.5875,10,63
"236",2013-08-18,5,479.499541699925,519.834929394153,1,7,18.5875,10,63
"237",2013-08-18,1,92.489778506026,221.630418006017,1,7,18.5875,10,63
"238",2013-08-19,2,499.912512856933,669.186211470815,2,5,18.4875,8,36.1410998552822
"239",2013-08-19,3,249.391160860983,282.599786111443,2,5,18.4875,8,36.1410998552822
"240",2013-08-19,4,107.407999333161,150.122396942697,2,5,18.4875,8,36.1410998552822
"241",2013-08-19,1,145.87913275728,92.489778506026,2,5,18.4875,8,36.1410998552822
"242",2013-08-19,5,374.247117082749,479.499541699925,2,5,18.4875,8,36.1410998552822
"243",2013-08-20,2,478.730297151576,499.912512856933,3,7,17.775,8,61
"244",2013-08-20,4,64.5022565329893,107.407999333161,3,7,17.775,8,61
"245",2013-08-20,5,340.090359959321,374.247117082749,3,7,17.775,8,61
"246",2013-08-20,3,257.620799680939,249.391160860983,3,7,17.775,8,61
"247",2013-08-20,1,111.842396126739,145.87913275728,3,7,17.775,8,61
"248",2013-08-21,1,125.336522713024,111.842396126739,4,5,20.125,8,36.1410998552822
"249",2013-08-21,2,440.815636456397,478.730297151576,4,5,20.125,8,36.1410998552822
"250",2013-08-21,4,65.9210119267558,64.5022565329893,4,5,20.125,8,36.1410998552822
"251",2013-08-21,5,352.695324198643,340.090359959321,4,5,20.125,8,36.1410998552822
"252",2013-08-21,3,271.133442105753,257.620799680939,4,5,20.125,8,36.1410998552822
"253",2013-08-22,4,111.144301377526,65.9210119267558,5,4,21.6625,8,36.1410998552822
"254",2013-08-22,2,497.731338188322,440.815636456397,5,4,21.6625,8,36.1410998552822
"255",2013-08-22,1,132.916428220302,125.336522713024,5,4,21.6625,8,36.1410998552822
"256",2013-08-22,5,343.348933556103,352.695324198643,5,4,21.6625,8,36.1410998552822
"257",2013-08-22,3,229.323435589195,271.133442105753,5,4,21.6625,8,36.1410998552822
"258",2013-08-23,3,260.926195756112,229.323435589195,6,1,22.0375,14,36.1410998552822
"259",2013-08-23,4,94.2272902889274,111.144301377526,6,1,22.0375,14,36.1410998552822
"260",2013-08-23,2,503.672089526472,497.731338188322,6,1,22.0375,14,36.1410998552822
"261",2013-08-23,1,162.958958703106,132.916428220302,6,1,22.0375,14,36.1410998552822
"262",2013-08-23,5,375.317567662845,343.348933556103,6,1,22.0375,14,36.1410998552822
"263",2013-08-24,5,536.196771958902,375.317567662845,7,0,20.85,16,5
"264",2013-08-24,4,124.737464409769,94.2272902889274,7,0,20.85,16,5
"265",2013-08-24,3,282.401869590288,260.926195756112,7,0,20.85,16,5
"266",2013-08-24,2,707.94429725517,503.672089526472,7,0,20.85,16,5
"267",2013-08-24,1,201.543109556297,162.958958703106,7,0,20.85,16,5
"268",2013-08-25,1,83.0226725739551,201.543109556297,1,0,21.3875,16,5
"269",2013-08-25,5,495.194334936839,536.196771958902,1,0,21.3875,16,5
"270",2013-08-25,2,726.257649523775,707.94429725517,1,0,21.3875,16,5
"271",2013-08-25,4,141.066888354584,124.737464409769,1,0,21.3875,16,5
"272",2013-08-25,3,360.817001197227,282.401869590288,1,0,21.3875,16,5
"273",2013-08-26,3,244.936370498996,360.817001197227,2,0,20.125,15,5
"274",2013-08-26,5,368.72576849632,495.194334936839,2,0,20.125,15,5
"275",2013-08-26,1,165.829031676714,83.0226725739551,2,0,20.125,15,5
"276",2013-08-26,2,451.536740815421,726.257649523775,2,0,20.125,15,5
"277",2013-08-26,4,104.448858869003,141.066888354584,2,0,20.125,15,5
"278",2013-08-27,4,89.3398068106772,104.448858869003,3,1,21.0875,12,36.1410998552822
"279",2013-08-27,2,442.318352086176,451.536740815421,3,1,21.0875,12,36.1410998552822
"280",2013-08-27,1,118.473650434102,165.829031676714,3,1,21.0875,12,36.1410998552822
"281",2013-08-27,3,251.053043195831,244.936370498996,3,1,21.0875,12,36.1410998552822
"282",2013-08-27,5,305.77200439049,368.72576849632,3,1,21.0875,12,36.1410998552822
"283",2013-08-28,4,87.5160458910728,89.3398068106772,4,0,21.3,7,36.1410998552822
"284",2013-08-28,1,108.876991442649,118.473650434102,4,0,21.3,7,36.1410998552822
"285",2013-08-28,2,418.297941202801,442.318352086176,4,0,21.3,7,36.1410998552822
"286",2013-08-28,3,225.878194718714,251.053043195831,4,0,21.3,7,36.1410998552822
"287",2013-08-28,5,349.390973099531,305.77200439049,4,0,21.3,7,36.1410998552822
"288",2013-08-29,1,178.178023803315,108.876991442649,5,3,20.2125,11,36.1410998552822
"289",2013-08-29,2,386.390267686346,418.297941202801,5,3,20.2125,11,36.1410998552822
"290",2013-08-29,3,198.776407298801,225.878194718714,5,3,20.2125,11,36.1410998552822
"291",2013-08-29,4,67.1751319746152,87.5160458910728,5,3,20.2125,11,36.1410998552822
"292",2013-08-29,5,396.454612761332,349.390973099531,5,3,20.2125,11,36.1410998552822
"293",2013-08-30,3,184.252334847289,198.776407298801,6,6,19.7875,8,5
"294",2013-08-30,5,343.345686609289,396.454612761332,6,6,19.7875,8,5
"295",2013-08-30,1,133.150828452892,178.178023803315,6,6,19.7875,8,5
"296",2013-08-30,4,77.9353068130843,67.1751319746152,6,6,19.7875,8,5
"297",2013-08-30,2,492.141265198519,386.390267686346,6,6,19.7875,8,5
"298",2013-08-31,5,344.096618940689,343.345686609289,7,5,18.35,16,21
"299",2013-08-31,1,130.821314898435,133.150828452892,7,5,18.35,16,21
"300",2013-08-31,4,86.0077280021026,77.9353068130843,7,5,18.35,16,21
"301",2013-08-31,3,265.410807550213,184.252334847289,7,5,18.35,16,21
"302",2013-08-31,2,581.490537751984,492.141265198519,7,5,18.35,16,21
"303",2013-09-01,3,239.545084070735,265.410807550213,1,7,15.8625,16,61
"304",2013-09-01,5,400.375251601544,344.096618940689,1,7,15.8625,16,61
"305",2013-09-01,2,481.584829613001,581.490537751984,1,7,15.8625,16,61
"306",2013-09-01,4,139.776992842103,86.0077280021026,1,7,15.8625,16,61
"307",2013-09-01,1,95.9704314892471,130.821314898435,1,7,15.8625,16,61
"308",2013-09-02,5,236.082416986532,400.375251601544,2,7,16.575,17,63
"309",2013-09-02,3,165.884794599896,239.545084070735,2,7,16.575,17,63
"310",2013-09-02,1,138.408723210465,95.9704314892471,2,7,16.575,17,63
"311",2013-09-02,2,350.023432755307,481.584829613001,2,7,16.575,17,63
"312",2013-09-02,4,97.5577291094531,139.776992842103,2,7,16.575,17,63
